Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Fuel_Efficiency_km_per_liter,Delay_Probability,Actual_Delay,Risk_Level,Recommended_Action
27.95,29.21,9.33,51.84,23.32,20.49,Cloudy,Low,2,5,99.82,2.995712754555198,0.24064634237647506,1,LOW,Normal operation
86.7,30.15,22.52,28.91,26.25,23.08,Heavy_Rain,Medium,12,1,79.64,3.849911190053286,0.6144559811754662,1,HIGH,Increase trip monitoring
57.85,27.22,12.36,62.01,43.2,29.14,Clear,Low,7,3,74.54,4.680420711974111,0.12352672384194793,0,LOW,Normal operation
138.55,30.89,28.0,51.76,42.77,21.25,Clear,Medium,7,1,79.35,4.948214285714286,0.3168159372437885,0,MEDIUM,Monitor trip
32.48,32.93,9.27,49.22,33.84,16.89,Clear,Low,12,4,78.97,3.5037756202804746,0.13947374638224938,1,LOW,Normal operation
84.58,22.31,19.2,36.59,33.91,25.67,Heavy_Rain,Low,17,4,79.22,4.405208333333333,0.47265740001582746,0,MEDIUM,Monitor trip
108.71,17.94,21.64,53.61,27.84,22.9,Clear,Medium,16,2,70.47,5.023567467652495,0.28603071472488706,0,LOW,Normal operation
61.61,37.22,18.94,40.75,47.44,24.47,Heavy_Rain,Low,1,4,82.9,3.2529039070749732,0.45655900072059696,0,MEDIUM,Monitor trip
66.02,36.5,19.45,68.65,35.53,24.12,Clear,Low,4,7,75.96,3.394344473007712,0.2686204203353414,0,LOW,Normal operation
96.24,35.48,26.52,37.85,41.77,24.88,Rain,Medium,5,2,83.43,3.6289592760180995,0.3224027229132722,1,MEDIUM,Monitor trip
44.93,15.4,12.41,51.33,23.1,21.31,Clear,Medium,1,5,68.8,3.620467365028203,0.25095202332426864,1,LOW,Normal operation
149.04,37.15,32.81,41.12,40.65,19.39,Clear,High,9,0,93.46,4.542517525144772,0.3487385221968294,0,MEDIUM,Monitor trip
130.56,38.11,31.33,33.63,32.44,18.75,Clear,Medium,11,3,80.71,4.167251835301628,0.4977024757856932,0,MEDIUM,Monitor trip
70.54,37.58,17.96,60.11,39.15,30.17,Clear,Low,17,5,73.49,3.9276169265033407,0.23055264462818081,0,LOW,Normal operation
73.05,20.03,16.07,54.34,31.03,28.66,Clear,Medium,17,3,93.53,4.545737398879901,0.1966685740607713,0,LOW,Normal operation
51.39,19.15,12.23,35.47,45.7,28.11,Rain,Medium,8,0,84.22,4.2019623875715455,0.45240459232242586,0,MEDIUM,Monitor trip
81.15,26.44,15.91,54.4,39.71,24.39,Clear,Low,9,1,79.59,5.100565681961031,0.14199748951340585,0,LOW,Normal operation
84.67,21.2,16.85,47.9,42.65,30.79,Clear,Medium,12,2,79.28,5.024925816023739,0.19064833307010814,1,LOW,Normal operation
49.11,36.64,15.45,51.35,38.52,33.5,Clear,Low,10,3,83.78,3.1786407766990292,0.1235973241591117,0,LOW,Normal operation
71.0,35.29,19.09,60.15,29.77,25.66,Clear,Low,11,3,77.98,3.7192247249869044,0.11983213129241611,0,LOW,Normal operation
146.14,28.9,31.05,58.63,38.15,24.84,Clear,Medium,5,1,76.37,4.706602254428341,0.28077747185977525,0,LOW,Normal operation
88.86,36.81,20.64,48.17,26.37,20.49,Clear,Low,11,4,81.18,4.305232558139535,0.14729488797399753,0,LOW,Normal operation
136.99,19.16,23.11,46.19,29.9,17.94,Cloudy,High,10,1,81.39,5.927736910428386,0.39243212794899623,1,MEDIUM,Monitor trip
45.34,15.32,13.4,25.73,37.33,16.82,Rain,High,17,4,84.7,3.383582089552239,0.5411487494882995,0,HIGH,Increase trip monitoring
126.1,33.31,32.06,62.72,39.71,24.29,Clear,Medium,10,0,81.65,3.933250155957579,0.2634594395346623,0,LOW,Normal operation
34.13,26.16,10.72,41.35,27.26,26.42,Cloudy,High,7,2,80.37,3.183768656716418,0.3480288236255771,0,MEDIUM,Monitor trip
144.31,33.19,36.09,21.61,43.36,28.9,Rain,High,7,2,69.23,3.998614574674425,0.7092480686455457,0,CRITICAL,Critical monitoring - High traffic
130.79,28.66,29.22,25.2,30.02,19.72,Rain,Medium,4,4,79.69,4.476043805612594,0.6461895081703593,1,HIGH,Increase trip monitoring
138.12,15.63,26.19,44.15,15.0,32.5,Clear,Medium,8,4,93.96,5.2737686139747995,0.34704557690051213,0,MEDIUM,Monitor trip
146.41,17.37,25.54,43.35,28.86,30.37,Clear,Medium,14,4,100.0,5.73257635082224,0.2345109856712087,1,LOW,Normal operation
46.55,16.37,6.93,60.69,45.75,25.13,Cloudy,Low,6,3,86.62,6.717171717171717,0.2594254188459169,0,LOW,Normal operation
49.37,28.69,16.42,61.5,33.75,22.88,Clear,Low,9,1,86.41,3.006699147381242,0.11543379582808483,0,LOW,Normal operation
24.07,15.98,7.02,46.89,37.54,19.18,Rain,Low,7,1,78.57,3.428774928774929,0.3100491332601624,0,MEDIUM,Monitor trip
91.36,30.8,25.34,29.7,25.16,33.55,Heavy_Rain,Medium,17,4,65.52,3.6053670086819256,0.6179168755500938,1,HIGH,Increase trip monitoring
127.27,27.91,28.75,47.0,37.88,23.31,Clear,Medium,15,4,75.9,4.426782608695652,0.3145117898981615,0,MEDIUM,Monitor trip
136.31,36.3,29.05,45.54,41.95,21.91,Clear,Medium,20,2,84.27,4.692254733218588,0.3068824389287502,0,MEDIUM,Monitor trip
109.3,22.47,27.07,41.14,33.53,26.71,Clear,High,8,4,88.64,4.037680088659032,0.4088317502179437,1,MEDIUM,Monitor trip
54.25,25.55,14.81,50.65,33.9,28.77,Rain,Medium,14,3,73.83,3.663065496286293,0.29634626574067513,1,LOW,Normal operation
65.42,36.72,21.71,26.91,38.96,24.53,Cloudy,High,8,3,71.18,3.0133578995854444,0.48274379819483276,0,MEDIUM,Monitor trip
65.35,29.53,18.12,43.09,40.89,29.56,Cloudy,Low,20,3,78.59,3.6065121412803527,0.16237998405805285,0,LOW,Normal operation
47.24,27.86,17.45,46.55,37.82,16.97,Cloudy,Medium,15,3,83.62,2.7071633237822352,0.21353181915629407,0,LOW,Normal operation
83.75,33.42,21.77,35.69,39.72,25.62,Clear,Medium,15,3,87.63,3.8470372071658248,0.23122923627374029,0,LOW,Normal operation
94.7,15.21,19.96,45.2,40.9,24.76,Cloudy,High,4,1,74.92,4.744488977955911,0.2648061775491429,0,LOW,Normal operation
44.37,37.78,20.09,29.89,32.79,28.57,Rain,High,7,2,76.9,2.2085614733698358,0.5026042188086813,1,HIGH,Increase trip monitoring
44.63,29.35,15.89,39.78,40.32,16.09,Rain,Low,4,6,78.02,2.8086847073631214,0.394896699488433,0,MEDIUM,Monitor trip
77.77,38.82,23.59,41.92,38.2,25.13,Rain,Medium,12,2,83.56,3.2967359050445104,0.2798997478882051,1,LOW,Normal operation
130.78,29.54,33.18,25.16,29.38,21.48,Heavy_Rain,High,9,3,73.6,3.9415310427968655,0.7090234049156198,1,CRITICAL,Critical monitoring - Heavy rain risk
56.98,20.95,13.91,41.31,37.5,20.55,Cloudy,High,16,2,92.13,4.096333572969087,0.3602677678936545,0,MEDIUM,Monitor trip
109.97,38.07,28.15,57.12,15.0,21.34,Clear,Medium,6,3,89.98,3.9065719360568387,0.3156078611008722,0,MEDIUM,Monitor trip
75.33,31.43,22.48,52.86,35.71,23.57,Clear,Low,15,4,84.84,3.3509786476868326,0.1418056305012521,0,LOW,Normal operation
36.12,30.12,14.58,50.92,39.91,28.64,Clear,High,6,6,76.68,2.4773662551440325,0.34586143778256445,0,MEDIUM,Monitor trip
41.63,25.86,11.28,25.62,27.58,25.28,Rain,High,4,7,80.05,3.690602836879433,0.5571941049502285,1,HIGH,Increase trip monitoring
35.02,35.22,12.21,52.98,33.5,27.52,Rain,Low,9,4,91.31,2.868140868140868,0.25839602789069366,0,LOW,Normal operation
92.28,17.66,22.47,70.0,32.95,22.9,Clear,Low,8,3,74.86,4.106809078771696,0.13332180371678687,0,LOW,Normal operation
116.46,31.0,23.7,37.13,37.52,27.35,Clear,High,6,2,83.84,4.913924050632911,0.4126458351950294,1,MEDIUM,Monitor trip
112.9,23.23,27.47,20.0,21.49,30.08,Heavy_Rain,High,5,2,87.55,4.109938114306517,0.7912229027600781,1,CRITICAL,Critical monitoring - Heavy rain risk
110.67,28.6,27.42,44.98,39.36,19.63,Heavy_Rain,Low,11,3,85.36,4.036105032822757,0.49268612047020854,1,MEDIUM,Monitor trip
96.61,35.4,19.48,44.59,36.95,25.29,Clear,Low,4,2,92.51,4.959445585215605,0.13585869727909455,0,LOW,Normal operation
72.22,37.84,16.79,46.29,38.05,29.61,Cloudy,High,2,3,81.05,4.301369863013699,0.3805867142511942,1,MEDIUM,Monitor trip
41.08,37.73,16.8,50.75,35.46,31.85,Clear,Medium,18,4,91.63,2.445238095238095,0.19465378935705654,0,LOW,Normal operation
98.01,37.64,24.28,33.27,36.79,28.4,Cloudy,High,19,1,81.91,4.03665568369028,0.402347962596914,0,MEDIUM,Monitor trip
44.68,24.9,13.24,57.73,32.33,29.57,Clear,Low,20,2,77.29,3.3746223564954683,0.11354569608593135,0,LOW,Normal operation
25.5,28.42,12.14,48.37,20.8,29.77,Cloudy,Low,16,2,80.33,2.100494233937397,0.14700622954063863,0,LOW,Normal operation
70.42,37.27,20.08,56.8,35.78,24.18,Clear,Low,18,7,85.22,3.506972111553785,0.25461991490216224,0,LOW,Normal operation
22.93,20.64,10.12,31.24,26.7,20.68,Clear,High,10,1,88.72,2.2658102766798423,0.4327221080326416,0,MEDIUM,Monitor trip
70.75,38.41,21.83,41.66,27.8,22.78,Clear,Medium,9,3,84.74,3.240952817224004,0.1991413095381958,1,LOW,Normal operation
147.62,18.45,30.65,32.12,31.19,26.88,Rain,Medium,19,1,84.92,4.8163132137031,0.6374136384671649,1,HIGH,Increase trip monitoring
103.6,15.42,20.29,46.0,39.29,24.0,Cloudy,High,16,3,100.0,5.1059635288319365,0.3512660373916362,1,MEDIUM,Monitor trip
94.99,25.42,24.17,39.67,37.02,28.84,Heavy_Rain,Medium,14,3,85.28,3.9300786098469174,0.27632078181302183,0,LOW,Normal operation
29.69,17.46,9.5,49.23,33.84,24.02,Clear,Medium,14,1,70.8,3.125263157894737,0.1991890036988439,0,LOW,Normal operation
137.44,33.73,34.64,24.83,53.42,18.15,Heavy_Rain,Medium,9,9,73.88,3.967667436489607,0.9308793524295127,1,CRITICAL,Critical monitoring - Heavy rain risk
90.45,27.72,26.01,30.56,51.6,24.86,Heavy_Rain,Low,17,2,89.26,3.477508650519031,0.6110493363522616,1,HIGH,Increase trip monitoring
23.04,22.91,10.52,37.43,36.92,22.8,Rain,Medium,14,1,77.74,2.1901140684410647,0.3211051069240341,1,MEDIUM,Monitor trip
60.5,28.03,11.08,60.7,37.91,27.1,Clear,Low,10,2,83.42,5.46028880866426,0.13648708998750578,0,LOW,Normal operation
121.28,21.02,29.29,31.34,35.98,24.98,Rain,High,16,7,80.85,4.140662342096279,0.7467191607394968,0,CRITICAL,Critical monitoring - High traffic
82.74,28.68,18.43,59.19,34.85,23.86,Cloudy,Low,12,5,74.9,4.489419424850786,0.2996217968760096,0,LOW,Normal operation
21.46,28.69,10.94,29.02,35.44,21.6,Cloudy,High,18,2,79.73,1.9616087751371116,0.3720926610394052,0,MEDIUM,Monitor trip
127.0,27.91,29.57,37.12,29.38,23.79,Clear,Medium,15,4,64.46,4.2948934731146435,0.3884197016605177,0,MEDIUM,Monitor trip
93.67,37.17,27.06,47.54,39.69,26.42,Clear,High,4,4,88.71,3.461566888396157,0.2604732288629895,0,LOW,Normal operation
135.74,38.59,30.96,55.29,43.13,28.17,Cloudy,Low,11,2,84.67,4.3843669250646,0.23474141692195807,0,LOW,Normal operation
114.26,26.71,26.16,56.05,55.64,23.98,Clear,Medium,13,2,90.21,4.367737003058104,0.5405610630376738,1,HIGH,Increase trip monitoring
52.4,25.45,12.57,53.69,33.14,23.91,Cloudy,Low,20,3,75.0,4.16865552903739,0.1790971237185512,0,LOW,Normal operation
97.56,25.96,20.24,57.6,23.57,27.03,Clear,Low,4,3,70.94,4.820158102766799,0.12111755055423658,0,LOW,Normal operation
106.24,39.05,26.89,34.34,21.0,26.65,Rain,High,9,1,74.68,3.950911119375232,0.6932688754571726,0,HIGH,Increase trip monitoring
96.91,34.58,24.44,50.95,41.38,21.19,Cloudy,Low,19,5,74.39,3.965220949263502,0.31483671444904104,0,MEDIUM,Monitor trip
47.83,23.91,11.18,52.88,29.43,23.56,Cloudy,Medium,7,1,72.73,4.278175313059034,0.22258176631923937,0,LOW,Normal operation
107.47,15.32,21.06,33.78,22.61,24.7,Rain,Medium,9,2,63.58,5.10303893637227,0.7381121745687661,1,CRITICAL,Immediate operational intervention
141.26,16.25,24.23,70.0,29.78,22.08,Clear,Low,19,4,68.76,5.8299628559636805,0.20272083866378374,0,LOW,Normal operation
117.91,24.47,23.65,60.94,31.03,28.72,Cloudy,Low,13,1,84.03,4.985623678646935,0.22351226598028406,0,LOW,Normal operation
136.38,19.03,29.22,45.28,51.05,18.88,Cloudy,High,12,4,80.01,4.66735112936345,0.5499127627980865,0,HIGH,Increase trip monitoring
34.74,30.45,14.5,22.08,26.45,17.75,Rain,High,11,6,79.82,2.3958620689655175,0.558750560618024,1,HIGH,Increase trip monitoring
141.34,23.86,22.91,45.08,35.56,20.79,Cloudy,Low,9,1,80.57,6.169358358795286,0.22957939328358556,1,LOW,Normal operation
56.36,17.41,11.27,51.72,31.7,23.76,Cloudy,Medium,4,5,89.72,5.000887311446318,0.30446962423934887,0,MEDIUM,Monitor trip
60.76,24.61,13.18,32.95,38.69,22.66,Rain,High,3,1,81.14,4.610015174506828,0.5639778524009686,1,HIGH,Increase trip monitoring
137.02,38.02,28.21,46.82,46.75,28.93,Clear,High,20,4,75.66,4.857142857142858,0.4630032829508556,1,MEDIUM,Monitor trip
53.96,27.08,11.04,50.79,44.33,18.44,Clear,Low,10,2,84.42,4.88768115942029,0.16384326476437538,0,LOW,Normal operation
117.02,26.72,21.48,36.34,40.4,25.28,Clear,High,10,4,87.31,5.447858472998138,0.4450753664571479,0,MEDIUM,Monitor trip
138.51,16.7,26.57,40.12,28.95,16.06,Cloudy,Medium,1,1,82.83,5.2130222054949185,0.3909129484933151,0,MEDIUM,Monitor trip
53.13,27.66,16.24,41.84,39.92,26.35,Clear,Medium,19,5,69.22,3.2715517241379315,0.3045762317597871,0,MEDIUM,Monitor trip
24.16,33.62,11.15,51.57,22.34,27.57,Clear,High,3,5,65.31,2.166816143497758,0.34869364044783707,1,MEDIUM,Monitor trip
130.58,20.21,22.82,40.74,20.92,24.21,Cloudy,High,6,4,82.67,5.722173531989483,0.5357374798471954,1,HIGH,Increase trip monitoring
79.34,29.87,22.93,41.6,15.0,21.93,Rain,Medium,13,4,67.9,3.460095944177933,0.2972772271135994,0,LOW,Normal operation
114.1,23.31,19.87,40.1,35.19,23.64,Clear,Medium,17,3,86.44,5.742325113236034,0.3301866955704391,0,MEDIUM,Monitor trip
77.29,22.39,16.3,32.44,47.6,24.65,Rain,Low,20,2,85.05,4.741717791411043,0.44849892355700804,1,MEDIUM,Monitor trip
147.56,23.2,28.22,43.36,27.61,25.44,Cloudy,Medium,17,2,69.65,5.228915662650603,0.35200824714547563,0,MEDIUM,Monitor trip
96.93,29.61,21.26,39.86,23.54,23.34,Rain,Medium,9,3,82.84,4.559266227657573,0.3042118870953576,1,MEDIUM,Monitor trip
97.82,31.98,20.59,47.7,46.47,25.88,Cloudy,Medium,7,5,72.12,4.750849927149101,0.4843264784887557,1,MEDIUM,Monitor trip
46.01,37.51,14.75,35.48,28.94,28.23,Clear,High,20,3,83.35,3.119322033898305,0.36640006286978916,1,MEDIUM,Monitor trip
126.74,38.92,30.43,26.67,45.51,14.36,Heavy_Rain,Medium,13,3,74.3,4.164968780808413,0.5548454464709326,0,HIGH,Increase trip monitoring
131.58,18.31,27.25,54.11,25.43,29.11,Cloudy,Low,5,1,87.41,4.82862385321101,0.2715193064088298,1,LOW,Normal operation
73.51,27.31,16.48,38.03,43.39,17.88,Clear,High,10,1,75.44,4.460558252427185,0.28797057269815335,0,LOW,Normal operation
22.24,26.56,12.2,31.33,43.97,26.58,Cloudy,High,3,4,85.99,1.8229508196721311,0.517322778658253,1,HIGH,Increase trip monitoring
83.91,34.14,23.33,30.9,35.29,20.69,Cloudy,High,16,8,78.46,3.5966566652378913,0.5148592838870394,1,HIGH,Increase trip monitoring
41.59,20.08,11.91,47.54,42.68,26.52,Cloudy,Low,16,1,87.86,3.492023509655752,0.18167899826014908,0,LOW,Normal operation
70.5,27.25,23.22,20.0,53.03,10.59,Heavy_Rain,High,1,4,70.42,3.0361757105943155,0.5985178593467647,1,HIGH,Increase trip monitoring
36.51,23.36,11.15,45.62,37.64,28.1,Cloudy,Medium,3,3,81.8,3.2744394618834076,0.24304857073470618,0,LOW,Normal operation
56.09,20.84,18.01,36.96,42.71,25.14,Heavy_Rain,Low,11,4,79.24,3.1143808995002775,0.3962413011041049,0,MEDIUM,Monitor trip
41.02,29.79,11.29,40.64,34.91,15.93,Cloudy,Low,15,4,90.22,3.6333038086802487,0.20460749710125722,0,LOW,Normal operation
45.51,34.02,14.77,46.6,44.08,31.62,Clear,Medium,17,1,100.0,3.08124576844956,0.1628904470451889,0,LOW,Normal operation
21.41,19.37,5.71,44.8,48.44,22.33,Cloudy,Medium,15,3,84.32,3.7495621716287215,0.32075382385123474,0,MEDIUM,Monitor trip
128.08,19.04,31.16,22.61,33.11,25.69,Heavy_Rain,High,19,4,74.94,4.110397946084724,0.7886588982966957,1,CRITICAL,Critical monitoring - Heavy rain risk
73.53,24.75,16.26,37.32,39.9,25.18,Cloudy,High,20,2,98.85,4.522140221402213,0.34776033704197634,0,MEDIUM,Monitor trip
35.58,20.36,8.06,36.8,36.88,19.31,Rain,High,9,3,73.48,4.414392059553349,0.474568838328361,0,MEDIUM,Monitor trip
76.26,25.31,20.36,61.38,44.86,28.74,Cloudy,Low,14,4,85.89,3.745579567779961,0.19282103127212755,0,LOW,Normal operation
99.34,25.17,21.56,54.04,37.71,25.7,Rain,Medium,11,3,83.19,4.607606679035251,0.294204533776472,0,LOW,Normal operation
56.99,26.18,12.93,40.32,27.82,16.58,Clear,Medium,17,3,84.02,4.4075792730085075,0.19120278109158012,0,LOW,Normal operation
149.89,30.69,33.22,44.28,31.5,27.58,Rain,Low,1,2,78.75,4.512040939193257,0.34887192439397097,1,MEDIUM,Monitor trip
22.76,29.37,9.53,55.01,44.09,22.95,Cloudy,Medium,17,4,100.0,2.3882476390346277,0.19878838101762294,0,LOW,Normal operation
108.91,36.86,27.58,31.9,37.02,28.63,Rain,Medium,6,3,89.48,3.9488759970993477,0.6409206503859788,1,HIGH,Increase trip monitoring
92.96,28.35,21.94,52.42,33.33,23.83,Rain,Low,14,4,76.7,4.23701002734731,0.2586429923071374,0,LOW,Normal operation
120.34,30.26,29.35,31.24,21.13,26.85,Rain,Low,18,1,75.72,4.100170357751278,0.6051437567981834,0,HIGH,Increase trip monitoring
29.78,23.15,7.29,50.2,37.93,19.69,Cloudy,Low,9,1,86.33,4.085048010973937,0.16886363606328958,0,LOW,Normal operation
28.88,26.34,10.59,38.84,25.68,22.8,Heavy_Rain,Low,20,5,94.84,2.7271010387157695,0.4687564339360573,0,MEDIUM,Monitor trip
147.05,33.3,31.35,33.07,34.08,26.17,Rain,Low,4,2,92.62,4.690590111642743,0.5948346304088631,0,HIGH,Increase trip monitoring
112.21,17.09,20.71,40.77,42.15,20.64,Clear,High,10,0,81.26,5.418155480444229,0.3840924657670129,0,MEDIUM,Monitor trip
124.79,36.92,29.77,57.15,20.56,26.15,Cloudy,Medium,5,2,87.35,4.191803829358415,0.30652620503608435,0,MEDIUM,Monitor trip
133.14,17.25,25.11,32.17,25.38,15.7,Clear,High,17,1,97.49,5.302270011947431,0.5111243157549414,0,HIGH,Increase trip monitoring
124.81,27.95,26.9,38.77,39.02,21.64,Rain,Low,17,1,80.27,4.639776951672863,0.4010628878741761,1,MEDIUM,Monitor trip
27.63,27.31,10.14,32.97,31.58,21.56,Rain,Medium,6,2,80.43,2.724852071005917,0.3984625594957421,0,MEDIUM,Monitor trip
143.31,29.1,31.58,46.89,28.6,24.49,Cloudy,Medium,6,2,71.72,4.537998733375554,0.28705147095225625,1,LOW,Normal operation
27.27,34.92,11.44,53.95,33.86,34.96,Cloudy,Low,9,1,87.63,2.3837412587412588,0.1880586336035367,0,LOW,Normal operation
59.78,28.78,16.27,45.9,47.12,31.83,Heavy_Rain,Low,11,2,88.95,3.6742470805162877,0.3831921274057212,1,MEDIUM,Monitor trip
145.26,36.03,30.7,37.13,44.31,26.51,Clear,High,13,6,78.34,4.731596091205212,0.6415022659405545,1,HIGH,Increase trip monitoring
21.04,34.14,13.58,28.02,33.72,28.16,Cloudy,High,3,7,71.39,1.5493372606774667,0.4894034621865031,1,MEDIUM,Monitor trip
32.6,25.65,8.36,41.84,53.51,25.55,Clear,Low,1,5,87.12,3.8995215311004787,0.4428250480410807,0,MEDIUM,Monitor trip
51.08,18.1,18.06,30.92,25.12,26.91,Rain,Medium,11,0,70.18,2.8283499446290143,0.43761602682120165,0,MEDIUM,Monitor trip
137.1,29.87,29.81,40.94,25.42,25.07,Rain,Low,18,2,68.84,4.599127809459913,0.41089306319043795,1,MEDIUM,Monitor trip
30.64,24.87,13.69,56.47,27.46,25.71,Clear,Medium,12,2,85.92,2.238130021913806,0.18887654649479318,0,LOW,Normal operation
38.91,35.65,12.65,44.39,26.91,25.94,Clear,Medium,5,5,72.21,3.0758893280632407,0.2935603781264902,0,LOW,Normal operation
116.69,16.85,26.36,20.65,36.91,26.68,Heavy_Rain,Medium,1,1,73.93,4.426783004552352,0.7518882690405603,0,CRITICAL,Critical monitoring - Heavy rain risk
26.29,25.56,9.17,53.69,32.73,32.94,Clear,Low,14,3,84.56,2.866957470010905,0.12960211275046635,0,LOW,Normal operation
123.14,19.49,24.71,37.62,44.15,17.78,Clear,High,2,1,73.97,4.983407527316875,0.5005907159296714,1,HIGH,Increase trip monitoring
65.11,22.06,10.63,62.78,29.2,19.96,Clear,Low,16,5,77.29,6.125117591721542,0.1640503666981545,0,LOW,Normal operation
114.89,39.12,26.77,57.58,22.54,29.53,Cloudy,Low,5,4,77.77,4.291744490100859,0.2916375620588927,0,LOW,Normal operation
99.73,35.6,26.23,59.11,40.18,29.39,Clear,Low,5,5,77.36,3.8021349599695005,0.21106999888506583,1,LOW,Normal operation
54.01,18.48,12.75,41.38,29.52,12.52,Heavy_Rain,Low,13,4,93.79,4.236078431372549,0.3067485277072069,0,MEDIUM,Monitor trip
116.5,29.87,26.17,46.48,42.13,17.57,Clear,Medium,8,3,76.27,4.451662208635843,0.3022027182093606,0,MEDIUM,Monitor trip
20.96,21.84,7.58,42.36,42.72,23.25,Clear,High,13,1,84.05,2.7651715039577835,0.2636880570898501,0,LOW,Normal operation
48.29,15.04,16.16,47.01,39.44,21.16,Clear,Medium,10,4,77.53,2.9882425742574257,0.2645389469055632,0,LOW,Normal operation
75.98,25.69,20.12,32.89,38.5,27.99,Clear,High,6,5,97.47,3.7763419483101393,0.2969893638081842,0,LOW,Normal operation
101.48,17.49,20.87,41.87,29.33,22.3,Cloudy,Medium,10,3,87.9,4.862482031624341,0.31257322888479,0,MEDIUM,Monitor trip
136.52,20.51,23.56,62.37,29.26,34.74,Clear,Low,9,3,84.47,5.794567062818337,0.22340392533095693,1,LOW,Normal operation
71.23,34.51,22.93,50.67,35.52,25.11,Cloudy,Low,9,5,75.74,3.106410815525513,0.2882499894019209,1,LOW,Normal operation
138.74,35.73,29.13,38.86,36.99,20.03,Clear,High,2,6,75.09,4.76278750429111,0.7434616734086623,1,CRITICAL,Critical monitoring - High traffic
128.31,19.65,24.42,38.3,34.44,17.92,Cloudy,Medium,7,1,79.41,5.254299754299754,0.36905183418809673,0,MEDIUM,Monitor trip
120.26,37.68,27.23,59.17,45.24,24.14,Clear,Low,11,2,80.12,4.416452442159383,0.2235108367748286,0,LOW,Normal operation
139.51,23.0,25.29,39.66,19.61,28.82,Cloudy,Medium,18,5,77.58,5.516409648082246,0.5564799850109181,1,HIGH,Increase trip monitoring
110.19,17.44,23.99,43.35,38.7,17.79,Cloudy,Medium,4,2,83.06,4.593163818257607,0.30904992621486027,0,MEDIUM,Monitor trip
91.26,20.57,23.07,29.26,18.1,25.49,Heavy_Rain,Medium,18,1,81.7,3.9557867360208063,0.6486103631778078,1,HIGH,Increase trip monitoring
101.0,27.79,25.8,23.51,32.12,34.64,Heavy_Rain,High,11,3,71.46,3.9147286821705425,0.7395860681164043,1,CRITICAL,Critical monitoring - Heavy rain risk
149.94,19.82,30.59,46.69,33.14,21.91,Cloudy,Medium,6,3,75.38,4.9016018306636155,0.27360833070008167,0,LOW,Normal operation
90.7,36.85,19.66,47.67,40.82,32.77,Rain,Low,12,3,81.87,4.613428280773143,0.2475811658066796,0,LOW,Normal operation
64.79,21.14,17.63,27.43,35.89,18.61,Heavy_Rain,Medium,18,3,89.18,3.674985819625639,0.6415939482405979,1,HIGH,Increase trip monitoring
21.52,32.93,12.99,22.58,49.68,19.5,Rain,Medium,4,4,80.82,1.6566589684372595,0.4737441841048411,1,MEDIUM,Monitor trip
33.99,25.76,5.79,53.97,32.02,33.54,Clear,Low,11,0,84.76,5.870466321243524,0.14379407335693375,0,LOW,Normal operation
36.11,30.72,11.0,54.81,34.5,23.38,Clear,Low,4,4,81.14,3.2827272727272727,0.12433374058008512,1,LOW,Normal operation
127.98,30.76,32.09,20.0,30.87,27.51,Heavy_Rain,Medium,14,1,70.64,3.98815830476784,0.7416684259321066,1,CRITICAL,Critical monitoring - Heavy rain risk
65.33,29.77,18.73,33.1,28.59,24.4,Rain,Medium,11,3,78.03,3.4879871863320875,0.38428973273898887,0,MEDIUM,Monitor trip
69.31,16.45,17.06,45.47,46.21,24.77,Cloudy,Low,9,0,87.47,4.06271981242673,0.2849834322456495,1,LOW,Normal operation
116.94,20.81,27.67,30.44,41.02,21.88,Heavy_Rain,Low,8,4,89.57,4.226237802674376,0.7619287035292568,1,CRITICAL,Critical monitoring - Heavy rain risk
65.86,22.31,17.04,48.06,32.05,28.08,Clear,Low,5,2,80.4,3.865023474178404,0.1488118651471211,0,LOW,Normal operation
63.91,35.07,17.79,49.7,33.38,21.84,Clear,Low,12,5,80.46,3.592467678471051,0.21095369275294804,0,LOW,Normal operation
33.53,37.05,10.09,49.24,31.52,24.25,Clear,Medium,11,0,73.61,3.323092170465808,0.2304289250245935,0,LOW,Normal operation
102.23,18.02,26.94,31.88,33.23,23.4,Heavy_Rain,Low,7,2,90.1,3.794729027468448,0.5425600948504999,1,HIGH,Increase trip monitoring
82.93,23.94,17.45,40.19,32.43,30.43,Rain,Medium,7,1,79.52,4.75243553008596,0.32288899940373245,0,MEDIUM,Monitor trip
42.6,20.45,10.49,63.04,39.87,21.77,Clear,Medium,15,2,70.84,4.061010486177312,0.19394808128464888,0,LOW,Normal operation
86.76,30.91,19.88,47.16,37.34,16.44,Cloudy,Medium,19,6,70.69,4.364185110663985,0.3214380117292228,0,MEDIUM,Monitor trip
69.46,21.24,15.8,49.85,24.65,22.49,Cloudy,Medium,10,6,85.24,4.396202531645569,0.3141557513480886,1,MEDIUM,Monitor trip
75.66,15.47,13.68,38.77,47.69,26.18,Clear,Medium,1,5,73.41,5.530701754385965,0.40918701064707913,0,MEDIUM,Monitor trip
47.69,22.18,15.92,34.49,22.27,30.76,Clear,High,6,5,78.65,2.995603015075377,0.37252536418386856,0,MEDIUM,Monitor trip
99.27,33.45,21.34,61.49,24.04,26.04,Clear,Low,5,3,79.8,4.65182755388941,0.13053454669719827,0,LOW,Normal operation
