Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay,Fuel_Efficiency_km_per_liter,Loading_Time_Group,Experience_Group
TRIP-01440,TRK-009,DRV-017,2026-04-17,Mine_D,Railway_Yard_B,113.57,17.35,22.75,46.33,34.93,23.83,Cloudy,Low,16,3,77.68,0,4.992087912087912,30-40 min,13-20 years
TRIP-02307,TRK-082,DRV-125,2026-04-17,Mine_B,Railway_Yard_B,101.65,36.58,21.76,47.11,39.79,20.96,Clear,Low,20,3,100.0,1,4.67141544117647,30-40 min,13-20 years
TRIP-04232,TRK-059,DRV-167,2026-04-17,Mine_A,Railway_Yard_A,55.73,29.54,13.67,61.2,28.86,27.95,Clear,Low,17,2,67.37,1,4.076810534016094,Under 30 min,13-20 years
TRIP-05078,TRK-064,DRV-064,2026-04-17,Mine_A,Railway_Yard_A,105.18,25.5,20.75,60.89,49.05,21.78,Clear,Low,1,1,80.16,0,5.0689156626506024,40-50 min,1-3 years
TRIP-05705,TRK-061,DRV-026,2026-04-17,Mine_C,Railway_Yard_A,40.57,26.84,10.74,22.9,38.86,17.12,Rain,Medium,5,5,90.19,1,3.777467411545624,30-40 min,4-7 years
TRIP-07318,TRK-078,DRV-194,2026-04-17,Mine_B,Power_Plant_A,89.61,38.67,27.23,28.01,29.27,22.83,Heavy_Rain,Medium,17,5,74.4,0,3.290855673889093,Under 30 min,13-20 years
TRIP-03559,TRK-055,DRV-135,2026-04-17,Mine_C,Power_Plant_B,100.46,19.84,21.41,61.86,35.61,26.7,Clear,Low,11,2,85.46,0,4.692199906585707,30-40 min,8-12 years
TRIP-03949,TRK-008,DRV-172,2026-04-17,Mine_C,Railway_Yard_A,27.01,22.05,10.46,26.99,30.23,31.4,Rain,Medium,10,4,88.24,1,2.5822179732313577,30-40 min,8-12 years
TRIP-06143,TRK-028,DRV-107,2026-04-18,Mine_C,Railway_Yard_A,70.04,27.53,16.57,52.76,38.69,23.24,Clear,High,10,9,80.23,1,4.226916113458057,30-40 min,8-12 years
TRIP-06665,TRK-089,DRV-178,2026-04-18,Mine_D,Railway_Yard_B,121.85,23.37,27.82,45.52,24.37,13.01,Clear,Medium,20,1,88.74,1,4.379942487419123,Under 30 min,13-20 years
TRIP-05891,TRK-021,DRV-021,2026-04-18,Mine_D,Power_Plant_B,92.79,24.83,24.57,32.32,46.61,23.65,Rain,High,8,3,74.03,0,3.776556776556777,40-50 min,8-12 years
TRIP-05126,TRK-003,DRV-073,2026-04-18,Mine_C,Railway_Yard_A,129.89,36.88,24.93,57.37,23.33,29.95,Clear,Low,1,1,95.19,0,5.210188527878058,Under 30 min,1-3 years
TRIP-00270,TRK-052,DRV-081,2026-04-18,Mine_D,Railway_Yard_A,70.5,27.25,23.22,20.0,53.03,10.59,Heavy_Rain,High,1,4,70.42,1,3.0361757105943155,Over 50 min,1-3 years
TRIP-06554,TRK-043,DRV-161,2026-04-18,Mine_C,Railway_Yard_A,84.67,21.12,17.24,48.15,25.49,27.45,Clear,Medium,1,4,76.21,0,4.911252900232019,Under 30 min,1-3 years
TRIP-04914,TRK-073,DRV-058,2026-04-18,Mine_D,Railway_Yard_B,129.19,20.99,27.54,55.88,31.42,18.28,Cloudy,Low,20,1,85.89,0,4.690994916485113,30-40 min,13-20 years
TRIP-01685,TRK-098,DRV-142,2026-04-18,Mine_A,Railway_Yard_B,79.99,37.92,20.41,47.98,32.11,20.36,Clear,Medium,18,4,81.59,1,3.9191572758451736,30-40 min,13-20 years
TRIP-09008,TRK-016,DRV-156,2026-04-18,Mine_A,Railway_Yard_B,25.62,16.97,6.34,57.84,33.99,36.79,Clear,Low,16,1,67.14,0,4.041009463722398,30-40 min,13-20 years
TRIP-06528,TRK-058,DRV-038,2026-04-18,Mine_D,Power_Plant_A,70.0,22.48,19.16,48.58,19.95,25.56,Clear,Low,5,4,81.58,0,3.653444676409186,Under 30 min,4-7 years
TRIP-04599,TRK-052,DRV-142,2026-04-18,Mine_A,Railway_Yard_A,42.4,33.18,17.34,52.17,53.96,16.48,Clear,Medium,5,2,94.21,1,2.445213379469435,Over 50 min,4-7 years
TRIP-04437,TRK-054,DRV-011,2026-04-18,Mine_A,Railway_Yard_A,116.6,38.28,27.12,48.65,37.28,24.63,Cloudy,Low,14,0,89.24,0,4.2994100294985245,30-40 min,13-20 years
TRIP-06818,TRK-015,DRV-169,2026-04-18,Mine_D,Power_Plant_A,87.52,39.76,26.83,39.72,45.12,21.81,Cloudy,High,7,2,90.83,0,3.2620201267238165,40-50 min,4-7 years
TRIP-05341,TRK-031,DRV-065,2026-04-18,Mine_A,Railway_Yard_A,62.63,18.62,14.39,45.49,41.24,18.1,Clear,Medium,10,7,71.02,1,4.352328005559416,40-50 min,8-12 years
TRIP-03710,TRK-038,DRV-054,2026-04-18,Mine_D,Power_Plant_B,56.11,38.28,16.49,39.26,33.48,29.61,Clear,Medium,18,4,65.79,0,3.402668283808369,30-40 min,13-20 years
TRIP-06548,TRK-073,DRV-120,2026-04-18,Mine_D,Railway_Yard_A,120.54,22.44,29.02,20.0,35.35,24.6,Rain,Medium,1,5,69.14,1,4.15368711233632,30-40 min,1-3 years
TRIP-09167,TRK-040,DRV-046,2026-04-18,Mine_D,Railway_Yard_A,82.96,26.67,18.61,47.45,33.58,27.44,Clear,Medium,20,3,73.72,0,4.45781837721655,30-40 min,13-20 years
TRIP-06684,TRK-017,DRV-017,2026-04-18,Mine_B,Railway_Yard_B,63.71,36.19,20.38,37.29,44.49,26.62,Cloudy,Medium,15,2,83.64,1,3.126104023552503,40-50 min,13-20 years
TRIP-07969,TRK-087,DRV-036,2026-04-18,Mine_C,Railway_Yard_A,46.7,39.36,17.03,43.72,48.37,27.5,Cloudy,Medium,5,0,84.75,1,2.7422196124486202,40-50 min,4-7 years
TRIP-07468,TRK-022,DRV-195,2026-04-18,Mine_D,Power_Plant_B,67.5,18.54,13.78,43.13,44.57,20.95,Clear,Medium,1,5,70.81,1,4.898403483309144,40-50 min,1-3 years
TRIP-02343,TRK-085,DRV-107,2026-04-18,Mine_C,Power_Plant_B,66.36,39.07,21.78,34.0,32.37,30.42,Rain,Low,12,3,74.92,1,3.046831955922865,30-40 min,8-12 years
TRIP-06965,TRK-077,DRV-072,2026-04-18,Mine_A,Power_Plant_B,145.64,38.59,32.27,58.47,41.87,23.07,Clear,Low,15,3,89.49,0,4.513170127052989,40-50 min,13-20 years
TRIP-02570,TRK-065,DRV-193,2026-04-19,Mine_B,Railway_Yard_A,95.33,17.94,18.95,47.13,37.67,27.95,Rain,Low,3,3,83.35,0,5.030606860158311,30-40 min,1-3 years
TRIP-01314,TRK-063,DRV-090,2026-04-19,Mine_A,Railway_Yard_A,101.0,34.41,25.28,37.34,34.56,28.27,Rain,Low,6,2,83.43,0,3.995253164556962,30-40 min,4-7 years
TRIP-09637,TRK-021,DRV-077,2026-04-19,Mine_A,Power_Plant_A,125.38,29.76,28.33,28.47,39.91,25.28,Clear,High,16,1,81.52,0,4.425697140840099,30-40 min,13-20 years
TRIP-06742,TRK-044,DRV-131,2026-04-19,Mine_D,Railway_Yard_B,95.39,30.68,20.31,43.45,39.48,13.42,Cloudy,Low,9,2,87.71,0,4.696701132447071,30-40 min,8-12 years
TRIP-00091,TRK-072,DRV-017,2026-04-19,Mine_D,Railway_Yard_B,126.31,19.3,23.32,49.05,27.38,29.44,Cloudy,Low,6,0,93.33,0,5.416380789022298,Under 30 min,4-7 years
TRIP-09386,TRK-002,DRV-198,2026-04-19,Mine_D,Power_Plant_A,67.68,21.18,18.28,53.59,37.3,26.11,Clear,Low,20,5,88.25,0,3.702407002188184,30-40 min,13-20 years
TRIP-08212,TRK-094,DRV-198,2026-04-19,Mine_B,Railway_Yard_B,47.32,19.62,14.91,39.05,37.55,19.7,Clear,Medium,19,6,71.63,0,3.1737089201877935,30-40 min,13-20 years
TRIP-08892,TRK-026,DRV-113,2026-04-19,Mine_A,Railway_Yard_B,97.85,36.65,29.48,47.85,15.33,29.92,Clear,Medium,15,2,92.36,0,3.3191994572591583,Under 30 min,13-20 years
TRIP-07193,TRK-089,DRV-005,2026-04-19,Mine_B,Railway_Yard_A,111.17,27.74,22.56,52.13,47.36,17.65,Rain,Low,10,1,76.06,1,4.927748226950355,40-50 min,8-12 years
TRIP-07623,TRK-041,DRV-055,2026-04-19,Mine_B,Railway_Yard_B,97.83,29.06,22.66,48.43,32.42,31.48,Clear,Medium,14,0,83.75,0,4.3172992056487205,30-40 min,13-20 years
TRIP-02341,TRK-009,DRV-163,2026-04-19,Mine_A,Railway_Yard_B,115.88,28.39,25.97,41.17,36.08,30.23,Rain,Medium,8,2,83.18,0,4.462071621101271,30-40 min,8-12 years
TRIP-06136,TRK-083,DRV-082,2026-04-19,Mine_D,Railway_Yard_B,134.78,19.07,23.74,56.28,35.77,16.24,Clear,Low,16,5,93.03,0,5.677337826453244,30-40 min,13-20 years
TRIP-08375,TRK-071,DRV-155,2026-04-19,Mine_D,Power_Plant_B,41.18,38.49,14.76,46.96,19.41,21.61,Clear,Medium,14,2,79.6,0,2.789972899728997,Under 30 min,13-20 years
TRIP-05402,TRK-075,DRV-174,2026-04-19,Mine_A,Power_Plant_A,149.52,25.77,29.73,50.58,21.33,26.06,Clear,Low,16,3,66.01,1,5.029263370332997,Under 30 min,13-20 years
TRIP-08288,TRK-061,DRV-102,2026-04-19,Mine_B,Railway_Yard_B,110.63,30.29,27.06,47.12,40.33,18.52,Clear,Low,9,2,66.82,0,4.088322246858832,40-50 min,8-12 years
TRIP-01614,TRK-015,DRV-171,2026-04-19,Mine_B,Railway_Yard_A,63.43,30.73,15.9,53.03,31.45,21.05,Clear,Low,12,8,82.02,1,3.989308176100629,30-40 min,8-12 years
TRIP-08278,TRK-085,DRV-089,2026-04-19,Mine_C,Railway_Yard_A,121.17,18.58,26.95,37.66,35.11,28.31,Rain,Low,20,2,84.79,0,4.496103896103897,30-40 min,13-20 years
TRIP-05728,TRK-074,DRV-039,2026-04-19,Mine_B,Railway_Yard_A,114.36,26.55,31.07,24.14,32.44,18.17,Heavy_Rain,Medium,8,2,80.55,1,3.68072095268748,30-40 min,8-12 years
TRIP-05691,TRK-058,DRV-008,2026-04-19,Mine_B,Railway_Yard_A,49.11,36.64,15.45,51.35,38.52,33.5,Clear,Low,10,3,83.78,0,3.1786407766990292,30-40 min,8-12 years
TRIP-01388,TRK-068,DRV-032,2026-04-19,Mine_D,Power_Plant_A,116.51,34.8,24.65,38.03,17.55,24.77,Cloudy,Low,12,3,82.34,1,4.726572008113591,Under 30 min,8-12 years
TRIP-07909,TRK-076,DRV-086,2026-04-19,Mine_C,Railway_Yard_A,104.51,39.54,27.61,52.76,36.76,15.54,Cloudy,Low,12,3,77.3,0,3.785222745382108,30-40 min,8-12 years
TRIP-09553,TRK-031,DRV-130,2026-04-19,Mine_A,Railway_Yard_B,98.04,19.75,24.49,20.81,24.2,22.18,Heavy_Rain,Medium,11,2,90.88,1,4.003266639444671,Under 30 min,8-12 years
TRIP-06213,TRK-028,DRV-102,2026-04-19,Mine_D,Power_Plant_B,118.06,32.55,30.66,31.71,30.69,27.26,Rain,Medium,19,2,65.43,1,3.8506196999347684,30-40 min,13-20 years
TRIP-04847,TRK-006,DRV-182,2026-04-19,Mine_D,Railway_Yard_B,83.19,24.53,20.53,35.56,49.31,24.95,Rain,Low,14,4,62.69,0,4.052118850462737,40-50 min,13-20 years
TRIP-00539,TRK-016,DRV-176,2026-04-19,Mine_D,Railway_Yard_B,135.15,33.14,27.32,44.75,45.46,20.17,Clear,Medium,18,1,78.66,1,4.94692532942899,40-50 min,13-20 years
TRIP-00376,TRK-093,DRV-130,2026-04-20,Mine_A,Power_Plant_A,108.28,38.39,21.77,45.31,27.14,26.74,Clear,Medium,9,2,79.77,0,4.9738171796049615,Under 30 min,8-12 years
TRIP-02479,TRK-078,DRV-041,2026-04-20,Mine_C,Railway_Yard_B,102.19,20.84,21.17,52.83,27.69,30.47,Rain,Low,16,1,79.45,1,4.827113840340103,Under 30 min,13-20 years
TRIP-01084,TRK-010,DRV-065,2026-04-20,Mine_D,Railway_Yard_A,128.55,25.36,21.98,59.38,22.28,22.87,Clear,Low,20,5,77.46,1,5.848498635122839,Under 30 min,13-20 years
TRIP-04167,TRK-045,DRV-191,2026-04-20,Mine_B,Railway_Yard_B,83.56,30.4,21.05,48.4,39.49,27.34,Clear,Medium,3,4,81.74,1,3.9695961995249407,30-40 min,1-3 years
TRIP-00975,TRK-023,DRV-165,2026-04-20,Mine_A,Railway_Yard_B,95.93,29.3,17.34,51.73,35.52,27.98,Cloudy,Low,1,3,87.96,0,5.5322952710495965,30-40 min,1-3 years
TRIP-03956,TRK-036,DRV-166,2026-04-20,Mine_B,Railway_Yard_B,95.58,25.85,18.09,49.59,38.77,28.39,Cloudy,Low,18,3,89.53,0,5.2835820895522385,30-40 min,13-20 years
TRIP-01197,TRK-015,DRV-097,2026-04-20,Mine_D,Power_Plant_A,64.38,38.24,16.99,41.16,31.23,27.14,Clear,Medium,9,3,84.66,0,3.7892878163625663,30-40 min,8-12 years
TRIP-04301,TRK-083,DRV-114,2026-04-20,Mine_B,Power_Plant_B,139.32,38.81,31.91,37.71,30.29,26.84,Heavy_Rain,Low,4,2,86.01,0,4.366029457850203,30-40 min,4-7 years
TRIP-09427,TRK-089,DRV-119,2026-04-20,Mine_A,Railway_Yard_B,21.35,15.04,5.78,56.5,15.0,20.09,Clear,Medium,18,1,81.99,0,3.693771626297578,Under 30 min,13-20 years
TRIP-05755,TRK-062,DRV-141,2026-04-20,Mine_B,Railway_Yard_B,52.51,21.27,10.5,58.0,37.72,24.23,Clear,Low,15,4,87.05,0,5.000952380952381,30-40 min,13-20 years
TRIP-00079,TRK-063,DRV-056,2026-04-20,Mine_A,Railway_Yard_B,48.4,21.42,8.77,61.58,36.81,26.71,Clear,Medium,12,5,77.35,1,5.518814139110605,30-40 min,8-12 years
TRIP-05478,TRK-053,DRV-078,2026-04-20,Mine_A,Power_Plant_B,26.85,28.72,14.36,50.13,37.37,26.8,Clear,Medium,12,5,92.12,0,1.8697771587743734,30-40 min,8-12 years
TRIP-02871,TRK-053,DRV-079,2026-04-20,Mine_B,Railway_Yard_A,83.66,18.94,17.8,61.95,53.77,27.22,Clear,Low,20,3,86.54,0,4.699999999999999,Over 50 min,13-20 years
TRIP-06723,TRK-030,DRV-173,2026-04-20,Mine_A,Railway_Yard_B,132.06,18.33,27.33,52.18,45.24,26.35,Clear,Low,5,5,96.57,0,4.83205268935236,40-50 min,4-7 years
TRIP-08470,TRK-078,DRV-011,2026-04-20,Mine_D,Railway_Yard_A,139.93,24.56,28.15,47.99,39.55,28.84,Clear,Medium,8,1,94.05,0,4.970870337477798,30-40 min,8-12 years
TRIP-08422,TRK-065,DRV-155,2026-04-20,Mine_D,Railway_Yard_B,111.8,34.57,24.42,37.07,40.69,25.28,Clear,Medium,5,4,75.45,0,4.578214578214578,40-50 min,4-7 years
TRIP-02822,TRK-024,DRV-037,2026-04-20,Mine_D,Power_Plant_A,73.79,32.74,15.41,65.63,36.59,29.25,Cloudy,Medium,13,5,77.78,0,4.788449059052564,30-40 min,13-20 years
TRIP-00721,TRK-045,DRV-090,2026-04-20,Mine_C,Power_Plant_B,136.4,35.07,30.0,49.69,39.33,16.55,Cloudy,Low,16,3,92.22,1,4.546666666666667,30-40 min,13-20 years
TRIP-05120,TRK-083,DRV-181,2026-04-20,Mine_B,Power_Plant_B,72.51,24.18,15.16,48.76,33.36,27.71,Rain,Low,8,2,78.75,1,4.782981530343008,30-40 min,8-12 years
TRIP-07535,TRK-002,DRV-156,2026-04-20,Mine_D,Power_Plant_B,86.27,35.91,19.41,62.14,39.86,24.68,Clear,Low,11,2,75.65,0,4.444616177228233,30-40 min,8-12 years
TRIP-09710,TRK-085,DRV-053,2026-04-20,Mine_C,Power_Plant_B,40.85,23.6,19.66,27.93,24.64,23.2,Heavy_Rain,Low,10,6,78.88,1,2.077822990844354,Under 30 min,8-12 years
TRIP-03982,TRK-072,DRV-174,2026-04-20,Mine_D,Power_Plant_A,57.78,33.72,20.21,33.27,33.96,25.55,Rain,Medium,3,3,71.1,1,2.858980702622464,30-40 min,1-3 years
TRIP-07668,TRK-094,DRV-117,2026-04-20,Mine_B,Railway_Yard_A,117.55,19.28,27.03,30.07,27.04,34.18,Rain,High,20,5,84.68,1,4.3488716241213465,Under 30 min,13-20 years
TRIP-08456,TRK-035,DRV-108,2026-04-20,Mine_C,Railway_Yard_B,130.52,27.28,27.61,20.56,44.52,25.94,Rain,Medium,11,2,83.53,0,4.7272727272727275,40-50 min,8-12 years
TRIP-07874,TRK-012,DRV-012,2026-04-20,Mine_C,Power_Plant_A,120.17,31.83,26.52,36.21,36.56,24.65,Cloudy,Medium,1,3,84.19,0,4.531297134238311,30-40 min,1-3 years
TRIP-01129,TRK-037,DRV-031,2026-04-21,Mine_D,Railway_Yard_B,102.46,26.76,24.51,41.68,41.8,27.56,Rain,Low,14,2,82.11,1,4.180334557323541,40-50 min,13-20 years
TRIP-03480,TRK-053,DRV-146,2026-04-21,Mine_D,Power_Plant_B,145.87,34.37,33.05,34.13,46.83,22.37,Clear,High,7,0,84.71,1,4.413615733736763,40-50 min,4-7 years
TRIP-04262,TRK-089,DRV-055,2026-04-21,Mine_B,Railway_Yard_A,71.29,16.08,14.56,36.61,29.45,29.27,Cloudy,High,8,8,62.1,0,4.896291208791209,Under 30 min,8-12 years
TRIP-03165,TRK-014,DRV-060,2026-04-21,Mine_B,Railway_Yard_B,93.77,30.42,19.2,47.24,32.6,25.11,Cloudy,Low,20,6,73.81,0,4.883854166666667,30-40 min,13-20 years
TRIP-03145,TRK-057,DRV-181,2026-04-21,Mine_D,Railway_Yard_B,63.39,23.41,14.89,48.86,33.7,28.32,Clear,Low,13,3,91.68,0,4.25721961047683,30-40 min,13-20 years
TRIP-01804,TRK-023,DRV-019,2026-04-21,Mine_D,Power_Plant_A,84.32,22.72,18.3,45.16,28.39,28.54,Cloudy,Low,10,9,86.33,0,4.607650273224043,Under 30 min,8-12 years
TRIP-08858,TRK-074,DRV-131,2026-04-21,Mine_C,Power_Plant_A,112.6,19.82,20.31,36.99,38.03,32.05,Rain,Medium,18,6,87.74,0,5.5440669620876415,30-40 min,13-20 years
TRIP-04366,TRK-016,DRV-184,2026-04-21,Mine_D,Railway_Yard_B,128.98,22.54,24.63,50.3,41.74,28.41,Clear,Low,3,4,75.23,0,5.236703207470564,40-50 min,1-3 years
TRIP-02092,TRK-028,DRV-183,2026-04-21,Mine_B,Railway_Yard_A,146.16,31.94,34.27,25.11,53.26,24.21,Rain,High,5,3,74.32,1,4.264954770936678,Over 50 min,4-7 years
TRIP-08011,TRK-023,DRV-054,2026-04-21,Mine_D,Railway_Yard_B,107.94,30.11,24.27,46.46,36.08,36.11,Clear,Medium,10,3,76.39,0,4.447466007416564,30-40 min,8-12 years
TRIP-01348,TRK-001,DRV-165,2026-04-21,Mine_B,Power_Plant_B,115.42,35.18,28.99,20.0,41.92,19.93,Heavy_Rain,High,15,4,74.56,1,3.981372887202484,40-50 min,13-20 years
TRIP-05730,TRK-053,DRV-004,2026-04-21,Mine_C,Railway_Yard_A,111.29,16.58,24.92,33.09,41.89,23.5,Rain,Medium,12,1,68.13,1,4.465890850722311,40-50 min,8-12 years
TRIP-01020,TRK-070,DRV-146,2026-04-21,Mine_A,Railway_Yard_A,38.71,38.69,15.85,27.58,52.26,23.85,Heavy_Rain,Medium,12,3,89.92,1,2.4422712933753945,Over 50 min,8-12 years
TRIP-07483,TRK-089,DRV-076,2026-04-21,Mine_A,Power_Plant_B,45.9,27.67,12.2,60.32,38.13,28.99,Clear,Medium,13,6,90.27,0,3.7622950819672134,30-40 min,13-20 years
TRIP-07743,TRK-049,DRV-162,2026-04-21,Mine_B,Power_Plant_B,123.34,24.04,21.88,56.24,45.13,16.56,Clear,Low,20,4,80.76,0,5.637111517367459,40-50 min,13-20 years
TRIP-08345,TRK-056,DRV-196,2026-04-21,Mine_D,Railway_Yard_A,101.69,22.22,21.21,57.48,45.16,26.06,Cloudy,Low,14,3,92.91,0,4.794436586515794,40-50 min,13-20 years
TRIP-02583,TRK-098,DRV-123,2026-04-21,Mine_D,Power_Plant_A,58.94,15.49,8.71,62.33,27.39,21.58,Cloudy,Low,7,1,72.13,1,6.766934557979333,Under 30 min,4-7 years
TRIP-05068,TRK-050,DRV-160,2026-04-21,Mine_C,Railway_Yard_A,124.81,29.04,22.58,50.66,33.62,21.37,Clear,Medium,17,3,84.43,0,5.527457927369354,30-40 min,13-20 years
TRIP-01900,TRK-047,DRV-095,2026-04-21,Mine_A,Railway_Yard_A,35.48,16.1,11.69,29.94,25.48,24.69,Clear,Medium,13,2,85.2,1,3.035072711719418,Under 30 min,13-20 years
TRIP-03647,TRK-049,DRV-074,2026-04-21,Mine_A,Railway_Yard_A,23.07,37.09,11.58,44.65,33.66,18.11,Clear,Low,15,0,82.93,0,1.9922279792746114,30-40 min,13-20 years
TRIP-09698,TRK-079,DRV-072,2026-04-21,Mine_C,Power_Plant_A,128.39,35.99,33.4,34.96,31.93,28.34,Heavy_Rain,Medium,18,4,79.71,1,3.844011976047904,30-40 min,13-20 years
TRIP-04020,TRK-053,DRV-150,2026-04-21,Mine_A,Railway_Yard_B,144.02,36.13,36.23,46.26,33.54,29.18,Cloudy,Low,1,5,94.23,0,3.9751587082528297,30-40 min,1-3 years
TRIP-09157,TRK-020,DRV-115,2026-04-21,Mine_D,Railway_Yard_B,68.91,16.55,15.74,43.24,45.41,17.92,Heavy_Rain,Low,5,5,79.2,1,4.378017789072427,40-50 min,4-7 years
TRIP-07471,TRK-029,DRV-102,2026-04-21,Mine_C,Power_Plant_B,60.55,26.55,19.58,32.04,35.44,26.19,Clear,High,14,1,85.34,1,3.09244126659857,30-40 min,13-20 years
TRIP-03633,TRK-061,DRV-108,2026-04-21,Mine_B,Power_Plant_B,73.26,38.35,16.22,53.3,45.1,26.14,Rain,Low,2,6,81.48,1,4.516646115906289,40-50 min,1-3 years
TRIP-04397,TRK-094,DRV-199,2026-04-21,Mine_C,Power_Plant_B,102.15,28.71,23.93,29.91,47.95,25.08,Cloudy,Medium,15,6,68.06,1,4.26870037609695,40-50 min,13-20 years
TRIP-09656,TRK-035,DRV-197,2026-04-21,Mine_C,Power_Plant_A,113.17,28.65,24.3,39.48,31.97,21.37,Clear,Medium,15,0,82.57,0,4.6572016460905346,30-40 min,13-20 years
TRIP-04130,TRK-025,DRV-008,2026-04-21,Mine_B,Power_Plant_A,52.02,23.62,15.15,45.22,36.23,13.15,Cloudy,Medium,16,3,96.36,0,3.4336633663366336,30-40 min,13-20 years
TRIP-05055,TRK-072,DRV-026,2026-04-21,Mine_A,Power_Plant_B,121.9,35.76,27.9,36.06,34.35,31.1,Clear,Medium,20,5,72.09,1,4.369175627240144,30-40 min,13-20 years
TRIP-03401,TRK-067,DRV-082,2026-04-21,Mine_A,Power_Plant_B,120.8,21.98,21.46,50.96,15.0,23.64,Cloudy,Medium,19,4,84.25,1,5.629077353215284,Under 30 min,13-20 years
TRIP-00297,TRK-009,DRV-128,2026-04-21,Mine_D,Power_Plant_A,140.04,20.74,26.15,30.91,29.94,27.37,Clear,High,6,5,65.33,1,5.355258126195029,Under 30 min,4-7 years
TRIP-01645,TRK-010,DRV-131,2026-04-22,Mine_B,Power_Plant_B,43.88,31.36,13.55,40.45,41.95,29.89,Rain,High,2,2,86.41,0,3.2383763837638377,40-50 min,1-3 years
TRIP-09837,TRK-054,DRV-189,2026-04-22,Mine_B,Railway_Yard_A,109.53,32.01,28.93,41.97,24.96,28.82,Cloudy,Medium,18,0,93.62,0,3.7860352575181473,Under 30 min,13-20 years
TRIP-00349,TRK-027,DRV-193,2026-04-22,Mine_A,Power_Plant_A,108.82,28.85,26.46,34.23,51.24,19.05,Rain,Medium,6,4,74.81,1,4.112622826908541,Over 50 min,4-7 years
TRIP-00394,TRK-067,DRV-071,2026-04-22,Mine_D,Railway_Yard_B,148.58,21.28,25.82,51.13,48.12,25.05,Clear,Medium,19,1,74.03,0,5.75445391169636,40-50 min,13-20 years
TRIP-08335,TRK-099,DRV-112,2026-04-22,Mine_C,Power_Plant_A,145.54,37.56,27.57,47.69,30.88,17.09,Cloudy,Medium,13,3,78.86,1,5.27892636924193,30-40 min,13-20 years
TRIP-00566,TRK-012,DRV-162,2026-04-22,Mine_B,Power_Plant_A,106.08,30.3,25.23,26.14,33.38,28.28,Heavy_Rain,Low,11,3,70.29,1,4.204518430439952,30-40 min,8-12 years
TRIP-09867,TRK-047,DRV-068,2026-04-22,Mine_C,Railway_Yard_A,123.08,34.24,25.16,48.46,44.47,22.4,Clear,Medium,9,4,94.14,0,4.891891891891892,40-50 min,8-12 years
TRIP-05959,TRK-063,DRV-043,2026-04-22,Mine_B,Railway_Yard_A,127.0,27.91,29.57,37.12,29.38,23.79,Clear,Medium,15,4,64.46,0,4.2948934731146435,Under 30 min,13-20 years
TRIP-06998,TRK-023,DRV-022,2026-04-22,Mine_D,Railway_Yard_B,104.81,33.8,22.15,61.65,28.34,34.01,Clear,Low,16,5,67.91,0,4.731828442437924,Under 30 min,13-20 years
TRIP-01573,TRK-010,DRV-128,2026-04-22,Mine_D,Power_Plant_A,118.49,29.79,24.46,56.37,25.81,27.56,Cloudy,Low,5,3,77.62,0,4.844235486508585,Under 30 min,4-7 years
TRIP-01347,TRK-004,DRV-155,2026-04-22,Mine_B,Power_Plant_B,28.89,29.65,13.12,38.45,38.06,24.11,Clear,Medium,13,1,92.96,1,2.2019817073170733,30-40 min,13-20 years
TRIP-00832,TRK-004,DRV-168,2026-04-22,Mine_D,Railway_Yard_A,123.85,39.62,32.81,32.44,32.64,28.41,Rain,Medium,5,2,92.43,1,3.774763791526973,30-40 min,4-7 years
TRIP-05816,TRK-001,DRV-148,2026-04-22,Mine_D,Railway_Yard_B,36.33,19.36,13.96,46.31,20.65,22.1,Clear,Medium,12,2,76.97,0,2.6024355300859594,Under 30 min,8-12 years
TRIP-01503,TRK-099,DRV-158,2026-04-22,Mine_A,Power_Plant_B,123.26,27.09,29.87,38.74,46.26,16.72,Heavy_Rain,Low,10,3,79.47,0,4.126548376297288,40-50 min,8-12 years
TRIP-02295,TRK-048,DRV-015,2026-04-22,Mine_D,Power_Plant_A,112.35,39.51,29.11,29.44,29.55,15.86,Rain,Medium,3,3,75.44,1,3.859498454139471,Under 30 min,1-3 years
TRIP-00283,TRK-094,DRV-066,2026-04-22,Mine_B,Power_Plant_B,73.96,25.99,15.67,20.0,32.97,22.92,Rain,High,10,6,75.95,1,4.719846841097638,30-40 min,8-12 years
TRIP-08052,TRK-015,DRV-108,2026-04-22,Mine_A,Railway_Yard_B,124.63,33.77,35.34,30.02,37.12,33.41,Heavy_Rain,Medium,6,3,87.27,1,3.5265987549518956,30-40 min,4-7 years
TRIP-05030,TRK-085,DRV-061,2026-04-22,Mine_B,Railway_Yard_B,98.18,27.95,27.79,20.0,19.9,30.92,Heavy_Rain,High,6,4,78.57,1,3.5329255127743795,Under 30 min,4-7 years
TRIP-01674,TRK-061,DRV-195,2026-04-22,Mine_D,Railway_Yard_A,22.98,35.58,13.65,45.06,27.03,25.32,Cloudy,Medium,11,5,72.62,0,1.6835164835164835,Under 30 min,8-12 years
TRIP-00703,TRK-072,DRV-021,2026-04-22,Mine_A,Railway_Yard_B,125.09,31.13,28.43,50.45,27.24,21.09,Cloudy,Low,3,2,74.64,1,4.399929651776293,Under 30 min,1-3 years
