Trip_ID,Truck_ID,Driver_ID,Date,Mine,Destination,Distance_km,Coal_Weight_Ton,Fuel_Used_Liters,Average_Speed_kmh,Loading_Time_Min,Unloading_Time_Min,Weather,Traffic_Level,Driver_Experience_Years,Previous_Delays,Safety_Score,Delay
TRIP-01976,TRK-011,DRV-086,2026-04-08,Mine_D,Power_Plant_B,59.94,19.33,13.99,44.07,21.08,24.7,Rain,Medium,6,5,88.2,0
TRIP-01441,TRK-040,DRV-049,2026-04-08,Mine_B,Railway_Yard_A,106.93,39.02,25.77,51.96,34.94,25.29,Cloudy,Medium,19,2,75.93,0
TRIP-02796,TRK-008,DRV-008,2026-04-08,Mine_D,Power_Plant_B,114.16,15.84,21.45,40.96,30.83,23.22,Clear,Medium,12,4,90.94,1
TRIP-05979,TRK-078,DRV-080,2026-04-08,Mine_C,Railway_Yard_A,80.06,21.54,16.67,53.37,35.85,30.19,Clear,Low,13,0,82.72,0
TRIP-05683,TRK-054,DRV-056,2026-04-08,Mine_C,Power_Plant_B,29.96,37.06,10.75,52.54,31.09,22.19,Clear,Low,15,2,85.12,0
TRIP-03598,TRK-085,DRV-199,2026-04-08,Mine_D,Railway_Yard_A,82.39,22.23,17.38,39.75,30.34,28.25,Cloudy,Medium,13,3,75.22,1
TRIP-09665,TRK-098,DRV-189,2026-04-08,Mine_A,Railway_Yard_A,65.98,24.5,14.63,42.6,26.41,19.7,Heavy_Rain,Medium,8,3,80.8,1
TRIP-04489,TRK-019,DRV-104,2026-04-08,Mine_C,Railway_Yard_A,121.9,18.96,24.53,56.66,36.7,16.36,Cloudy,Medium,1,2,91.06,0
TRIP-06539,TRK-033,DRV-194,2026-04-08,Mine_B,Power_Plant_B,109.21,17.27,21.7,54.26,33.59,19.94,Cloudy,Low,12,1,90.31,0
TRIP-02646,TRK-095,DRV-119,2026-04-08,Mine_C,Power_Plant_A,71.93,32.73,20.92,47.7,39.58,31.7,Rain,Low,5,5,85.81,1
TRIP-05618,TRK-096,DRV-196,2026-04-08,Mine_B,Power_Plant_B,149.71,25.74,30.59,29.54,42.62,23.61,Heavy_Rain,Low,15,4,95.76,1
TRIP-04594,TRK-010,DRV-081,2026-04-08,Mine_B,Power_Plant_B,147.13,31.4,33.21,44.75,31.71,26.53,Rain,Low,18,3,80.8,0
TRIP-06057,TRK-096,DRV-022,2026-04-08,Mine_B,Power_Plant_B,43.14,20.02,8.64,46.11,31.04,28.1,Cloudy,Low,6,1,77.71,0
TRIP-08263,TRK-041,DRV-052,2026-04-08,Mine_C,Railway_Yard_A,29.87,23.1,11.9,36.45,30.62,25.0,Rain,Medium,7,2,88.03,0
TRIP-08087,TRK-061,DRV-084,2026-04-08,Mine_A,Power_Plant_B,61.72,30.73,13.13,42.8,27.74,26.06,Cloudy,Medium,19,1,82.6,0
TRIP-09565,TRK-091,DRV-130,2026-04-08,Mine_B,Railway_Yard_B,41.39,33.94,15.5,38.24,34.12,24.38,Clear,Medium,7,2,85.8,0
TRIP-01100,TRK-035,DRV-088,2026-04-08,Mine_A,Railway_Yard_A,148.25,31.91,33.4,34.29,28.62,24.65,Heavy_Rain,Medium,11,2,81.63,0
TRIP-07585,TRK-029,DRV-128,2026-04-08,Mine_A,Railway_Yard_B,136.94,35.47,27.77,31.06,43.46,23.43,Cloudy,Medium,20,5,82.58,0
TRIP-06685,TRK-004,DRV-002,2026-04-08,Mine_A,Power_Plant_B,25.7,24.23,13.68,54.8,40.87,22.33,Cloudy,Low,9,5,75.74,0
TRIP-05964,TRK-081,DRV-023,2026-04-08,Mine_D,Railway_Yard_A,51.89,23.27,12.05,40.21,37.84,28.33,Rain,Medium,5,4,81.71,0
TRIP-08344,TRK-085,DRV-037,2026-04-08,Mine_D,Power_Plant_A,146.72,33.24,32.57,33.61,23.75,21.55,Heavy_Rain,Low,5,3,83.02,1
TRIP-00838,TRK-095,DRV-091,2026-04-08,Mine_D,Railway_Yard_B,72.23,39.57,20.3,56.25,39.46,23.01,Clear,Low,6,6,89.16,0
TRIP-07337,TRK-094,DRV-163,2026-04-08,Mine_A,Power_Plant_A,29.04,23.29,8.28,48.63,29.46,17.4,Clear,Low,1,1,90.58,0
TRIP-00165,TRK-023,DRV-023,2026-04-08,Mine_B,Railway_Yard_A,141.93,31.4,30.06,35.91,31.81,31.22,Heavy_Rain,Low,8,2,86.75,0
TRIP-02187,TRK-005,DRV-175,2026-04-08,Mine_C,Railway_Yard_A,88.3,23.9,17.03,46.92,47.05,17.14,Clear,Medium,3,3,82.75,0
TRIP-00508,TRK-078,DRV-126,2026-04-09,Mine_D,Railway_Yard_B,148.13,38.47,29.63,48.71,34.92,27.37,Clear,Medium,7,3,85.74,1
TRIP-08048,TRK-040,DRV-173,2026-04-09,Mine_C,Power_Plant_B,77.1,15.14,17.8,49.6,55.3,27.06,Cloudy,Low,11,4,82.12,0
TRIP-00330,TRK-014,DRV-186,2026-04-09,Mine_A,Power_Plant_B,103.72,30.5,25.18,56.18,27.53,24.63,Clear,Low,19,3,76.39,0
TRIP-06424,TRK-088,DRV-144,2026-04-09,Mine_A,Railway_Yard_B,22.37,25.14,8.12,55.82,39.6,23.54,Cloudy,High,20,4,73.77,0
TRIP-06903,TRK-068,DRV-160,2026-04-09,Mine_C,Railway_Yard_A,66.47,28.25,14.05,68.08,31.58,14.61,Clear,Low,13,5,80.54,0
TRIP-03048,TRK-055,DRV-085,2026-04-09,Mine_B,Power_Plant_B,27.18,15.22,7.36,46.7,46.78,29.26,Clear,High,14,4,72.83,1
TRIP-02194,TRK-064,DRV-141,2026-04-09,Mine_A,Railway_Yard_A,32.64,33.25,11.45,54.91,30.74,22.53,Clear,Low,9,2,75.66,0
TRIP-00729,TRK-099,DRV-063,2026-04-09,Mine_B,Railway_Yard_A,69.66,22.39,17.22,47.8,43.56,27.08,Cloudy,Medium,8,3,80.98,0
TRIP-02628,TRK-015,DRV-186,2026-04-09,Mine_B,Power_Plant_B,147.56,37.38,33.06,52.2,31.77,17.88,Cloudy,Low,16,4,81.0,0
TRIP-05840,TRK-024,DRV-021,2026-04-09,Mine_B,Railway_Yard_A,130.65,26.7,30.74,57.72,28.73,31.17,Cloudy,Low,15,1,85.23,0
TRIP-08316,TRK-056,DRV-199,2026-04-09,Mine_C,Railway_Yard_B,125.41,21.93,26.22,48.7,33.46,28.92,Cloudy,Low,1,2,84.3,0
TRIP-00819,TRK-053,DRV-149,2026-04-09,Mine_A,Railway_Yard_B,24.12,32.41,5.0,41.96,29.83,26.13,Clear,Medium,16,4,88.8,1
TRIP-09549,TRK-014,DRV-178,2026-04-09,Mine_D,Power_Plant_A,83.91,37.37,22.68,56.2,42.32,18.24,Clear,Low,10,3,91.62,0
TRIP-02621,TRK-006,DRV-161,2026-04-09,Mine_D,Power_Plant_A,141.51,34.09,26.89,45.34,23.13,20.91,Clear,Low,6,2,83.39,0
TRIP-07869,TRK-017,DRV-007,2026-04-09,Mine_C,Power_Plant_A,33.8,39.51,12.43,46.35,29.58,31.56,Clear,Medium,7,2,86.97,0
TRIP-06564,TRK-043,DRV-044,2026-04-09,Mine_C,Power_Plant_B,121.0,26.32,24.82,46.76,45.7,23.42,Heavy_Rain,Low,7,4,89.51,1
TRIP-09840,TRK-067,DRV-029,2026-04-09,Mine_A,Power_Plant_A,119.43,28.87,26.06,39.51,49.48,27.82,Cloudy,Medium,15,5,65.44,1
TRIP-05506,TRK-071,DRV-062,2026-04-09,Mine_C,Railway_Yard_A,131.55,16.3,23.49,37.69,43.17,26.0,Cloudy,High,3,2,82.37,1
TRIP-06586,TRK-011,DRV-137,2026-04-09,Mine_A,Railway_Yard_B,71.35,29.41,18.02,34.59,38.68,28.85,Clear,High,8,1,76.99,0
TRIP-00505,TRK-086,DRV-167,2026-04-10,Mine_D,Railway_Yard_A,141.98,20.81,27.37,50.63,24.95,30.93,Clear,Medium,3,5,90.33,1
TRIP-08007,TRK-082,DRV-182,2026-04-10,Mine_B,Power_Plant_B,30.28,22.89,11.75,57.8,35.53,24.83,Cloudy,Low,5,4,95.27,0
TRIP-01779,TRK-088,DRV-078,2026-04-10,Mine_A,Power_Plant_A,109.42,36.18,28.99,27.26,35.39,27.52,Heavy_Rain,Medium,9,2,88.59,1
TRIP-01703,TRK-005,DRV-112,2026-04-10,Mine_B,Railway_Yard_B,25.33,20.4,10.71,32.88,22.87,23.89,Rain,Medium,7,4,74.29,1
TRIP-03065,TRK-070,DRV-053,2026-04-10,Mine_C,Power_Plant_B,47.18,16.64,9.6,43.41,36.65,26.63,Clear,High,2,3,78.2,0
TRIP-02230,TRK-089,DRV-121,2026-04-10,Mine_D,Railway_Yard_A,110.92,32.76,23.45,50.22,38.2,18.82,Clear,Low,19,2,89.43,0
TRIP-08618,TRK-032,DRV-034,2026-04-10,Mine_D,Power_Plant_A,102.21,32.68,22.44,50.97,21.13,24.52,Cloudy,Medium,17,6,80.95,0
TRIP-08508,TRK-044,DRV-112,2026-04-10,Mine_C,Power_Plant_B,125.07,32.22,27.03,39.46,33.87,22.4,Clear,High,2,4,83.13,0
TRIP-01114,TRK-035,DRV-095,2026-04-10,Mine_C,Railway_Yard_B,46.34,39.83,16.17,43.59,27.57,19.07,Cloudy,Medium,9,4,84.85,0
TRIP-05215,TRK-090,DRV-139,2026-04-10,Mine_C,Railway_Yard_A,149.75,18.47,28.95,46.88,32.75,32.18,Clear,Medium,12,3,89.79,0
TRIP-09440,TRK-036,DRV-083,2026-04-10,Mine_B,Power_Plant_A,101.67,27.69,20.55,32.68,31.58,28.13,Cloudy,High,12,7,86.04,1
TRIP-07885,TRK-002,DRV-130,2026-04-10,Mine_B,Power_Plant_B,71.31,38.83,22.85,31.49,44.75,29.77,Cloudy,High,5,1,65.41,1
TRIP-05111,TRK-065,DRV-023,2026-04-10,Mine_C,Railway_Yard_B,143.21,39.72,33.2,39.05,49.61,22.88,Cloudy,High,4,5,85.76,0
TRIP-08511,TRK-070,DRV-085,2026-04-10,Mine_D,Power_Plant_B,32.76,30.68,10.49,39.77,32.4,28.6,Clear,High,19,1,72.49,0
TRIP-05257,TRK-061,DRV-127,2026-04-10,Mine_B,Railway_Yard_A,138.36,16.11,26.86,53.56,29.16,18.67,Clear,Low,2,0,73.79,1
TRIP-01406,TRK-029,DRV-101,2026-04-10,Mine_D,Railway_Yard_B,35.87,23.92,12.63,58.52,32.1,27.18,Clear,Medium,4,4,92.27,0
TRIP-05387,TRK-042,DRV-005,2026-04-10,Mine_C,Railway_Yard_B,42.34,29.38,15.57,29.9,36.65,19.5,Cloudy,High,5,4,73.37,1
TRIP-06887,TRK-028,DRV-069,2026-04-10,Mine_D,Railway_Yard_A,146.21,33.03,29.01,57.01,33.03,23.53,Clear,Medium,2,5,88.63,1
TRIP-07230,TRK-061,DRV-178,2026-04-10,Mine_A,Railway_Yard_A,132.86,33.91,23.73,50.75,37.26,26.43,Cloudy,Low,17,3,87.37,0
TRIP-05795,TRK-038,DRV-124,2026-04-10,Mine_A,Railway_Yard_A,116.04,29.2,33.12,21.87,50.66,25.79,Heavy_Rain,High,2,2,94.76,1
TRIP-05777,TRK-054,DRV-080,2026-04-10,Mine_C,Power_Plant_A,23.62,26.17,13.22,20.3,29.62,18.71,Rain,High,14,4,76.24,0
TRIP-01254,TRK-090,DRV-111,2026-04-10,Mine_C,Power_Plant_B,95.6,19.12,24.0,39.96,19.5,31.15,Heavy_Rain,Low,4,4,82.83,1
TRIP-08190,TRK-002,DRV-159,2026-04-10,Mine_D,Power_Plant_A,103.62,24.17,22.5,42.82,42.02,20.0,Rain,Low,13,3,68.64,0
TRIP-05649,TRK-038,DRV-050,2026-04-10,Mine_C,Power_Plant_B,43.59,31.61,16.99,37.28,38.61,27.0,Heavy_Rain,High,14,1,97.47,0
TRIP-09877,TRK-058,DRV-115,2026-04-10,Mine_A,Railway_Yard_A,53.49,38.36,19.7,54.79,47.03,30.45,Clear,Low,3,5,78.81,1
TRIP-05299,TRK-089,DRV-147,2026-04-10,Mine_C,Power_Plant_A,135.49,23.63,33.08,48.56,29.66,30.1,Cloudy,Low,11,2,80.96,1
TRIP-08358,TRK-042,DRV-129,2026-04-10,Mine_C,Power_Plant_B,31.29,34.82,11.44,48.16,32.75,24.3,Clear,High,20,4,76.52,0
TRIP-01964,TRK-017,DRV-183,2026-04-10,Mine_B,Railway_Yard_A,118.49,31.66,23.51,41.24,34.67,23.19,Cloudy,High,10,6,72.54,1
TRIP-04046,TRK-053,DRV-179,2026-04-10,Mine_C,Power_Plant_A,40.14,34.47,15.82,50.78,37.5,18.06,Cloudy,Low,14,5,91.15,0
TRIP-05351,TRK-099,DRV-043,2026-04-10,Mine_A,Power_Plant_B,133.05,29.05,27.61,46.88,35.67,14.43,Cloudy,Low,18,3,88.47,0
TRIP-02309,TRK-023,DRV-172,2026-04-11,Mine_C,Railway_Yard_A,70.36,22.77,19.61,25.9,43.92,25.81,Cloudy,Medium,19,4,89.47,0
TRIP-04163,TRK-086,DRV-039,2026-04-11,Mine_B,Railway_Yard_B,53.44,18.61,19.04,48.54,30.51,21.22,Clear,Medium,16,2,76.9,0
TRIP-01848,TRK-020,DRV-014,2026-04-11,Mine_B,Power_Plant_B,42.67,21.72,9.22,52.62,48.24,24.78,Cloudy,Low,18,2,75.95,1
TRIP-09567,TRK-059,DRV-190,2026-04-11,Mine_A,Railway_Yard_A,84.78,28.33,24.67,34.73,38.24,29.43,Clear,High,4,5,78.27,0
TRIP-02874,TRK-016,DRV-180,2026-04-11,Mine_D,Railway_Yard_A,44.66,32.55,16.49,45.07,32.23,28.1,Rain,Low,17,3,78.21,0
TRIP-09925,TRK-058,DRV-117,2026-04-11,Mine_A,Railway_Yard_A,24.71,36.9,8.15,50.38,39.0,25.82,Rain,Medium,17,3,72.77,1
TRIP-04756,TRK-062,DRV-156,2026-04-11,Mine_D,Power_Plant_A,135.86,29.31,25.31,43.59,25.18,27.02,Cloudy,Medium,11,5,80.41,1
TRIP-06316,TRK-096,DRV-187,2026-04-11,Mine_A,Railway_Yard_B,29.96,39.43,12.77,37.51,37.13,17.29,Heavy_Rain,Low,1,3,65.3,1
TRIP-08488,TRK-050,DRV-116,2026-04-11,Mine_D,Power_Plant_B,125.43,16.46,23.05,51.66,37.5,31.84,Clear,Medium,17,7,78.68,1
TRIP-02560,TRK-012,DRV-021,2026-04-11,Mine_D,Power_Plant_A,117.26,38.0,29.49,51.22,38.6,19.23,Rain,Medium,11,4,84.84,0
TRIP-05095,TRK-065,DRV-017,2026-04-11,Mine_B,Railway_Yard_A,111.24,36.05,22.45,44.66,46.81,17.4,Cloudy,Medium,8,7,90.53,1
TRIP-00048,TRK-021,DRV-137,2026-04-11,Mine_D,Railway_Yard_A,84.78,27.72,19.46,38.56,39.89,23.72,Cloudy,Low,7,4,90.09,0
TRIP-04641,TRK-100,DRV-186,2026-04-11,Mine_D,Railway_Yard_A,101.19,22.29,19.87,42.04,40.61,23.57,Rain,Low,5,0,67.91,1
TRIP-04770,TRK-098,DRV-084,2026-04-11,Mine_A,Power_Plant_B,111.58,18.97,22.71,35.57,35.13,21.88,Clear,High,8,5,88.23,1
TRIP-07763,TRK-033,DRV-009,2026-04-11,Mine_A,Power_Plant_B,111.89,22.73,23.45,54.97,34.58,18.96,Cloudy,Low,15,2,91.99,0
TRIP-05570,TRK-057,DRV-094,2026-04-11,Mine_B,Railway_Yard_A,117.19,33.62,30.76,34.46,23.21,30.67,Heavy_Rain,Low,12,1,87.45,1
TRIP-05725,TRK-015,DRV-200,2026-04-11,Mine_B,Railway_Yard_A,98.35,38.83,24.17,38.67,41.89,24.66,Rain,Medium,17,5,74.27,0
TRIP-01988,TRK-032,DRV-123,2026-04-11,Mine_D,Railway_Yard_B,55.72,39.28,21.2,55.74,15.0,22.13,Clear,Low,18,0,75.19,1
TRIP-00727,TRK-075,DRV-179,2026-04-12,Mine_B,Power_Plant_B,86.79,25.67,21.48,33.15,34.06,21.16,Clear,High,10,1,71.66,1
TRIP-01110,TRK-009,DRV-128,2026-04-12,Mine_C,Power_Plant_A,103.15,22.6,19.63,24.56,45.66,25.15,Clear,High,20,6,79.19,1
TRIP-07061,TRK-098,DRV-108,2026-04-12,Mine_C,Power_Plant_B,86.71,39.82,20.4,39.39,43.31,29.45,Clear,High,12,2,80.43,0
TRIP-09838,TRK-084,DRV-043,2026-04-12,Mine_C,Railway_Yard_A,132.91,17.12,21.23,54.09,30.48,21.57,Clear,High,6,3,74.64,1
TRIP-03262,TRK-052,DRV-091,2026-04-12,Mine_A,Power_Plant_B,148.69,32.11,31.32,41.64,32.26,32.31,Clear,Medium,11,3,78.55,0
TRIP-00487,TRK-001,DRV-034,2026-04-12,Mine_D,Power_Plant_A,106.58,20.76,23.32,42.39,43.23,17.44,Clear,High,3,3,88.44,1
TRIP-09141,TRK-090,DRV-198,2026-04-12,Mine_A,Power_Plant_B,92.88,17.12,18.18,46.83,24.32,26.04,Rain,Medium,12,5,78.32,0
TRIP-00254,TRK-073,DRV-153,2026-04-12,Mine_D,Railway_Yard_A,22.08,39.07,12.58,48.67,24.04,25.08,Cloudy,Medium,14,2,96.23,0
TRIP-01228,TRK-062,DRV-088,2026-04-12,Mine_B,Power_Plant_A,56.82,24.08,17.77,31.74,37.97,29.15,Rain,Medium,15,5,79.88,0
TRIP-07681,TRK-042,DRV-078,2026-04-12,Mine_B,Railway_Yard_B,102.42,38.46,24.5,44.38,34.13,23.35,Rain,Low,1,5,91.63,1
TRIP-01819,TRK-039,DRV-192,2026-04-12,Mine_A,Power_Plant_B,134.26,15.48,25.34,48.4,42.0,18.35,Clear,Medium,12,1,87.48,0
TRIP-05616,TRK-059,DRV-127,2026-04-12,Mine_D,Railway_Yard_A,80.64,19.39,18.12,23.6,37.53,32.52,Rain,High,20,4,76.21,1
TRIP-00055,TRK-014,DRV-008,2026-04-12,Mine_C,Power_Plant_B,23.97,34.87,16.77,20.12,28.5,23.87,Heavy_Rain,Medium,18,3,79.35,1
TRIP-09068,TRK-044,DRV-077,2026-04-12,Mine_C,Railway_Yard_B,117.67,26.46,27.57,31.32,39.02,22.45,Cloudy,High,18,6,87.5,0
TRIP-00059,TRK-002,DRV-078,2026-04-12,Mine_C,Railway_Yard_B,73.64,38.4,24.28,33.22,25.81,30.16,Clear,Medium,16,1,74.23,0
TRIP-09316,TRK-031,DRV-087,2026-04-12,Mine_B,Railway_Yard_B,34.81,28.38,9.56,59.11,42.82,19.57,Clear,Low,18,3,67.31,1
TRIP-08995,TRK-048,DRV-056,2026-04-12,Mine_A,Power_Plant_B,137.25,19.72,25.07,38.69,29.84,26.16,Cloudy,Medium,17,4,96.26,0
TRIP-06951,TRK-059,DRV-149,2026-04-12,Mine_C,Power_Plant_A,93.11,28.28,21.02,51.95,31.56,17.91,Clear,Low,6,5,84.32,1
TRIP-05049,TRK-039,DRV-162,2026-04-12,Mine_B,Railway_Yard_A,48.29,15.04,16.16,47.01,39.44,21.16,Clear,Medium,10,4,77.53,0
TRIP-06272,TRK-057,DRV-146,2026-04-12,Mine_D,Railway_Yard_B,46.48,30.82,9.87,46.59,43.02,27.63,Clear,High,12,2,100.0,0
TRIP-03202,TRK-017,DRV-025,2026-04-12,Mine_D,Power_Plant_A,146.92,23.56,32.02,25.22,31.54,23.33,Rain,High,9,3,69.68,1
TRIP-06924,TRK-047,DRV-096,2026-04-12,Mine_A,Power_Plant_A,51.62,32.27,15.66,56.38,22.06,26.35,Clear,Medium,16,2,91.56,0
TRIP-03671,TRK-066,DRV-164,2026-04-12,Mine_D,Railway_Yard_A,76.59,20.53,22.43,20.0,40.65,18.98,Heavy_Rain,High,18,3,74.18,1
TRIP-06283,TRK-037,DRV-187,2026-04-12,Mine_B,Railway_Yard_B,102.11,17.17,22.36,36.3,33.66,23.54,Heavy_Rain,Low,16,3,78.29,1
TRIP-02260,TRK-090,DRV-176,2026-04-12,Mine_B,Railway_Yard_A,61.88,27.74,17.43,49.88,28.59,29.65,Clear,High,16,3,66.87,0
TRIP-00280,TRK-050,DRV-131,2026-04-12,Mine_D,Power_Plant_A,114.2,39.17,26.61,50.6,46.03,20.89,Rain,Low,2,3,78.99,0
TRIP-02773,TRK-029,DRV-175,2026-04-12,Mine_A,Railway_Yard_B,102.0,16.49,25.58,32.68,22.22,31.88,Rain,Low,13,1,86.49,1
TRIP-05374,TRK-011,DRV-116,2026-04-12,Mine_A,Railway_Yard_A,148.8,20.0,27.59,54.29,28.52,26.83,Cloudy,Low,14,3,81.77,1
TRIP-06779,TRK-011,DRV-040,2026-04-12,Mine_B,Railway_Yard_A,113.19,38.31,25.3,43.22,34.62,21.55,Heavy_Rain,Low,6,5,83.53,0
TRIP-04073,TRK-096,DRV-061,2026-04-12,Mine_A,Railway_Yard_A,25.61,18.21,9.24,48.6,29.33,15.7,Rain,Medium,9,3,82.02,1
TRIP-06610,TRK-025,DRV-107,2026-04-13,Mine_C,Railway_Yard_B,51.42,19.79,12.74,54.02,33.83,25.98,Clear,Low,16,3,86.15,0
TRIP-05276,TRK-070,DRV-119,2026-04-13,Mine_A,Power_Plant_B,126.81,39.15,32.76,49.13,40.57,26.77,Clear,Low,14,5,80.52,0
TRIP-06017,TRK-044,DRV-175,2026-04-13,Mine_D,Railway_Yard_B,101.84,17.94,17.46,58.36,44.98,17.57,Cloudy,Low,3,4,91.96,1
TRIP-02603,TRK-006,DRV-180,2026-04-13,Mine_A,Railway_Yard_B,133.68,25.88,31.53,34.41,28.16,29.03,Clear,High,14,2,88.33,0
TRIP-06455,TRK-021,DRV-065,2026-04-13,Mine_C,Railway_Yard_B,78.68,24.82,19.88,45.55,48.04,22.31,Clear,Low,13,1,88.37,0
TRIP-01922,TRK-058,DRV-144,2026-04-13,Mine_C,Railway_Yard_A,62.13,28.87,18.97,46.68,22.49,23.25,Clear,Medium,10,7,86.16,1
TRIP-02873,TRK-095,DRV-134,2026-04-13,Mine_C,Power_Plant_B,83.59,25.51,19.19,38.97,47.17,31.81,Rain,Low,8,3,93.41,1
TRIP-03475,TRK-033,DRV-060,2026-04-13,Mine_A,Railway_Yard_A,93.98,18.07,20.36,38.77,31.79,20.14,Clear,Medium,7,0,82.91,0
TRIP-09898,TRK-011,DRV-003,2026-04-13,Mine_D,Power_Plant_A,45.36,35.41,13.91,58.67,38.87,26.99,Clear,Low,16,1,86.33,0
TRIP-03387,TRK-034,DRV-135,2026-04-13,Mine_B,Power_Plant_B,49.06,30.54,15.46,49.27,32.37,33.23,Cloudy,Medium,12,3,84.03,1
TRIP-04791,TRK-084,DRV-181,2026-04-13,Mine_B,Railway_Yard_A,62.49,23.03,15.63,50.03,49.0,25.56,Clear,Low,14,4,71.81,1
TRIP-01491,TRK-051,DRV-135,2026-04-13,Mine_B,Railway_Yard_A,44.54,20.29,14.69,53.95,25.13,25.18,Clear,Low,8,3,85.42,1
TRIP-02047,TRK-062,DRV-084,2026-04-13,Mine_D,Railway_Yard_A,26.63,29.88,14.31,21.86,39.26,29.4,Heavy_Rain,Medium,4,6,84.6,1
TRIP-01005,TRK-042,DRV-044,2026-04-13,Mine_B,Railway_Yard_B,81.94,36.17,25.91,45.91,38.35,26.96,Clear,Medium,16,3,96.85,0
TRIP-07533,TRK-096,DRV-093,2026-04-13,Mine_C,Railway_Yard_B,27.17,17.61,9.93,40.03,54.43,28.61,Rain,Low,2,5,98.1,0
TRIP-04479,TRK-093,DRV-111,2026-04-13,Mine_A,Railway_Yard_B,56.64,20.92,14.65,20.0,35.94,26.17,Rain,High,18,4,82.55,0
TRIP-08192,TRK-088,DRV-040,2026-04-13,Mine_D,Railway_Yard_B,114.1,23.31,19.87,40.1,35.19,23.64,Clear,Medium,17,3,86.44,0
TRIP-00541,TRK-080,DRV-058,2026-04-13,Mine_A,Railway_Yard_A,141.24,24.04,26.91,42.21,39.21,24.08,Rain,Medium,19,4,76.39,1
TRIP-08091,TRK-053,DRV-149,2026-04-13,Mine_B,Railway_Yard_B,31.89,17.45,7.94,64.8,37.15,26.53,Cloudy,Low,16,8,85.07,0
TRIP-09075,TRK-032,DRV-127,2026-04-13,Mine_A,Power_Plant_B,87.77,32.51,24.68,20.0,44.62,21.93,Rain,High,2,3,87.13,1
TRIP-03694,TRK-081,DRV-092,2026-04-13,Mine_B,Power_Plant_B,73.21,31.21,21.6,33.28,45.37,29.46,Heavy_Rain,Low,6,0,88.11,1
TRIP-01697,TRK-098,DRV-029,2026-04-13,Mine_B,Power_Plant_A,33.6,20.89,10.58,50.65,35.14,33.43,Cloudy,Medium,6,3,80.49,0
TRIP-09231,TRK-078,DRV-152,2026-04-13,Mine_C,Railway_Yard_A,106.54,29.07,25.0,45.47,24.72,20.84,Clear,Medium,6,5,85.06,0
TRIP-05031,TRK-066,DRV-169,2026-04-13,Mine_B,Power_Plant_A,96.78,36.31,25.57,28.63,33.81,31.63,Rain,Medium,10,3,80.45,1
TRIP-08497,TRK-068,DRV-183,2026-04-13,Mine_C,Railway_Yard_A,71.56,38.03,25.33,28.46,32.6,24.48,Rain,High,15,7,84.66,1
TRIP-02310,TRK-083,DRV-185,2026-04-13,Mine_D,Railway_Yard_B,30.02,35.23,10.1,43.09,40.1,23.19,Cloudy,Medium,13,3,83.07,0
TRIP-03259,TRK-099,DRV-015,2026-04-13,Mine_A,Railway_Yard_B,89.77,16.83,19.64,34.34,48.57,30.54,Cloudy,Medium,15,4,80.38,0
TRIP-07147,TRK-078,DRV-162,2026-04-13,Mine_A,Power_Plant_A,97.06,27.65,22.95,37.35,32.98,35.36,Clear,High,13,6,80.08,1
TRIP-05904,TRK-023,DRV-035,2026-04-13,Mine_A,Railway_Yard_B,110.26,31.37,24.55,35.55,33.52,29.18,Clear,High,18,1,85.39,0
TRIP-07447,TRK-070,DRV-105,2026-04-13,Mine_C,Railway_Yard_A,103.25,26.7,23.2,46.32,46.25,26.31,Cloudy,Medium,3,5,82.81,0
TRIP-01033,TRK-031,DRV-089,2026-04-13,Mine_C,Power_Plant_B,53.9,35.99,18.4,54.31,35.25,26.5,Clear,Low,10,5,65.68,0
TRIP-07449,TRK-088,DRV-016,2026-04-13,Mine_D,Railway_Yard_B,73.92,16.12,16.79,35.55,41.69,29.85,Heavy_Rain,Medium,8,5,89.52,1
TRIP-04416,TRK-092,DRV-179,2026-04-13,Mine_B,Power_Plant_B,26.18,36.31,16.49,33.67,19.89,25.33,Rain,Medium,1,7,78.28,1
TRIP-08803,TRK-008,DRV-095,2026-04-13,Mine_B,Power_Plant_A,45.06,39.49,18.73,22.39,41.41,21.48,Heavy_Rain,High,10,2,84.56,0
TRIP-07050,TRK-088,DRV-057,2026-04-13,Mine_C,Power_Plant_A,149.41,16.54,29.39,53.97,60.0,21.43,Clear,Low,6,4,69.93,1
TRIP-05872,TRK-001,DRV-007,2026-04-13,Mine_A,Power_Plant_B,60.03,28.6,13.97,42.44,36.09,28.06,Clear,Low,13,3,88.57,0
TRIP-05054,TRK-024,DRV-166,2026-04-14,Mine_A,Power_Plant_A,120.6,19.26,25.74,50.09,41.34,35.25,Clear,Low,3,2,83.84,0
TRIP-05038,TRK-081,DRV-122,2026-04-14,Mine_A,Power_Plant_B,61.16,36.03,16.19,59.85,29.21,21.26,Clear,Medium,17,4,80.18,0
TRIP-07754,TRK-020,DRV-016,2026-04-14,Mine_B,Railway_Yard_A,142.32,28.45,30.52,41.81,31.31,28.33,Clear,Low,10,3,95.84,0
TRIP-04263,TRK-072,DRV-108,2026-04-14,Mine_B,Railway_Yard_B,37.84,28.79,16.69,24.94,34.62,20.12,Heavy_Rain,High,4,3,88.78,1
TRIP-04673,TRK-099,DRV-008,2026-04-14,Mine_B,Railway_Yard_A,52.57,23.59,13.32,53.93,54.31,29.92,Cloudy,Medium,17,2,81.37,0
